Ticker,Name,Sector,Price,Dividend Yield,1-Year Dividend Growth,5-Year Dividend Growth (Annualized),Dividends Per Share (TTM),Market Cap ($M),Trailing P/E Ratio,Payout Ratio,Beta,52-Week High,52-Week Low
CORE,Core-Mark Hldg Co Inc,Consumer Defensive,45.65,0,,,0.517668363,0,0,0.357012664,,,
CORR,CorEnergy Infrastructure Trust Inc,Real Estate,2.82,0.070921986,0,-0.418189241,0.196414484,42.188971,0,N/A,1.285664191,7.48,2.66
CORT,Corcept Therapeutics Inc,Healthcare,24.49,0,,,0,2827.416909,25.12991422,0,0.765264381,25.68,15.83
COST,Costco Wholesale Corp,Consumer Defensive,590.39,0.006097664,0.128571429,0.095800306,3.152391698,261675.1886,47.46511674,0.254225137,0.758396975,612.27,362.69
COTY,Coty Inc,Consumer Defensive,8.56,0,,,0,7006.158104,104.7258311,0,1.680385799,11.12,7.24
COUP,Coupa Software Inc,Technology,99.9,0,,,0,7499.215378,N/A,0,1.54714467,283.38,64.79
COWN,Cowen Inc,Financial Services,22.8,0.018333253,,,0.417998174,626.054917,2.167637576,0.047231432,1.473333048,43.66,21.45
CPB,Campbell Soup Co.,Consumer Defensive,46.2,0.032034632,0,0.01117596,1.461530239,13938.70225,15.13431298,0.482353214,0.132544047,49.15,39.04
CPE,Callon Petroleum Co.,Energy,61.17,0,,,0,3761.572871,10.30141742,0,1.603590164,66.48,25.32
CPF,Central Pacific Financial Corp.,Financial Services,26.58,0.036748702,0.130434783,0.076316923,0.97678051,734.55462,9.194114954,0.345152124,0.805378686,30.69,22.7
CPHC,Canterbury Park Holding Corp,Consumer Cyclical,21.36,0.006543277,,,0.139764389,103.086927,0,N/A,,23.97,13.4
CPIX,Cumberland Pharmaceuticals Inc.,Healthcare,2.6258,0,,,0,38.967739,N/A,0,0.115043254,7.51,2.2
CPK,Chesapeake Utilities Corp,Utilities,136.56,0.013986021,0.090909091,0.081114209,1.909931049,2416.692761,28.95421801,0.403790919,0.361840587,145.8,111.84
CPLG,CorePoint Lodging Inc,Real Estate,15.98,0,,,0,932.783205,0,N/A,0.636231069,18.15,8.3
CPRI,Capri Holdings Ltd,Consumer Cyclical,49.8,0,,,0,7351.241342,13.17426764,0,1.894605936,72.37,45.05
CPRT,"Copart, Inc.",Industrials,116.98,0,,,0,27782.43451,25.47573416,0,1.419698559,161.12,106.37
CPRX,Catalyst Pharmaceuticals Inc,Healthcare,8.41,0,,,0,864.084718,0,N/A,0.996567258,8.65,4.28
CPS,Cooper-Standard Holdings Inc,Consumer Cyclical,7.04,0,,,0,120.114333,0,N/A,2.305088373,36.4,6.92
CPSH,CPS Technologies Corporation,Technology,4.66,0,,,0,67.085136,0,N/A,1.855988951,9.9,2.47
CPSI,Computer Programs & Systems Inc,Healthcare,33.78,0,,,0,499.434125,27.71400725,0,0.468002287,37.62,26.11
CPSS,"Consumer Portfolio Service, Inc.",Financial Services,12,0,,,0,255.208824,0,N/A,1.214507677,14.77,3.85
CPT,Camden Property Trust,Real Estate,164.62,0.022840481,0.13253012,0.046196633,3.40383494,17535.69642,57.80452534,1.153842352,0.584928936,179.38,113.24
CR,Crane Co.,Industrials,105.68,0.016544666,0.093023256,0.07328926,1.748440287,6060.743984,13.91674853,0.237559822,1.194816178,114.87,83.57
CRAI,CRA International Inc.,Industrials,85,0.013347898,0.192307692,0.172321505,1.134571342,629.017765,15.1555938,0.208178228,0.998722088,115.91,72.4
CRBP,Corbus Pharmaceuticals Holdings Inc,Healthcare,0.3753,0,,,0,47.003841,N/A,0,1.37677861,2.29,0.3001
CRC,California Resources Corporation,Energy,44.79,0.00379549,,,0.170000002,3501.062575,0,N/A,0.755305351,50.44,21.61
CREE,"Cree, Inc.",Technology,80.07,0,,,0,14965.28498,0,0,,,
CRI,Carters Inc,Consumer Cyclical,89.7,0.023777824,,,2.132870834,3649.340897,10.872945,0.273444979,1.104179161,114.45,83.74
CRIS,Curis Inc,Healthcare,1.31,0,,,0,120.055433,N/A,0,0.554509002,17.4,1.28
CRK,"Comstock Resources, Inc.",Energy,16.69,0,,,0,3887.478528,N/A,0,1.025642416,16.84,4.67
CRL,Charles River Laboratories International Inc.,Healthcare,284.63,0,,,0,14369.84356,36.75321001,0,1.194058065,460.21,251.3
CRM,Salesforce Inc,Technology,189.41,0,,,0,187515.9,129.8586565,0,1.503360937,311.75,184.44
CRMD,CorMedix Inc,Healthcare,4.96,0,,,0,192.090776,0,N/A,0.846788191,8.94,3.65
CRMT,"Americas Car Mart, Inc.",Consumer Cyclical,82.74,0,,,0,532.817717,4.839969448,0,1.108033222,177.45,72.5
CRNX,Crinetics Pharmaceuticals Inc,Healthcare,26,0,,,0,1242.399886,0,N/A,1.363078274,28.95,15.39
CROX,Crocs Inc,Consumer Cyclical,72.32,0,,,0,4220.159327,5.81534273,0,2.074698564,183.88,66.5
CRS,Carpenter Technology Corp.,Industrials,42.46,0.018657451,0,0.021295688,0.792195353,2049.521696,N/A,N/A,1.087628915,48.27,26.65
CRTX,Cortexyme Inc,Healthcare,4.66,0,,,0,140.478081,0,N/A,1.655587584,121.98,3.79
CRUS,"Cirrus Logic, Inc.",Technology,75.43,0,,,0,4320.825311,16.92967421,0,1.218924828,95.84,71.11
CRVL,Corvel Corp.,Financial Services,178.82,0,,,0,3150.899598,51.16591858,0,0.742802127,213.38,111.3
CRVS,Corvus Pharmaceuticals Inc,Healthcare,1.45,0,,,0,67.502591,0,N/A,0.682364507,9.54,1.35
CRWS,"Crown Crafts, Inc.",Consumer Cyclical,6.42,0.048086677,0,0,0.308716464,64.715012,0,N/A,0.250151243,7.6,6.04
CSCO,"Cisco Systems, Inc.",Technology,51.17,0.029704905,0.027027027,0.055545892,1.47569308,212568.7766,17.97621789,0.527033243,0.852448533,63.47,48.8
CSGP,"Costar Group, Inc.",Real Estate,61.82,0,,,0,24418.13986,83.46255815,0,1.412805922,101.05,49
CSGS,CSG Systems International Inc.,Technology,64.4,0.015656065,0.06,0.060561249,1.008250615,2078.355376,28.73395053,0.446128591,0.556829142,65.93,41.75
CSII,Cardiovascular Systems Inc.,Healthcare,21.53,0,,,0,873.665052,N/A,0,1.18147306,44.57,15.22
CSL,Carlisle Companies Inc.,Industrials,244.29,0.00884195,0.028571429,0.09059912,2.137626554,12719.66387,30.16282635,0.269561987,0.982744711,255,172.8
CSLT,Castlight Health Inc,Healthcare,2.05,0,,,0,274.154505,0,N/A,,2.71,1.35
CSOD,Cornerstone OnDemand Inc,Technology,57.49,0,,,0,0,0,0,,,
CSPI,CSP Inc.,Technology,7,0,,,0,31.70867,0,N/A,,11.94,6.61
CSTR,CapStar Financial Holdings Inc,Financial Services,20.35,0.011744658,,,0.239003792,452.300525,9.291873462,0.109134152,0.666727508,22.81,16.86
CSV,"Carriage Services, Inc.",Consumer Cyclical,51.88,0.008164049,0.125,0.176079023,0.423550851,796.916125,24.07165242,0.234005995,0.750561686,66.18,33.85
CSWI,CSW Industrials Inc,Industrials,109.71,0.005458602,,,0.598863255,1736.103481,31.01126201,0.169170411,0.716507959,145.3,107.14
CSX,CSX Corp.,Industrials,35.06,0.011409013,-0.642857143,-0.129449437,0.378419681,76381.02427,20.20127592,0.22524981,0.842041869,38.63,29.32
CTAS,Cintas Corporation,Industrials,413.67,0.009186066,,,3.587766552,42328.74593,35.19663966,0.317220739,1.005439527,460.27,335.59
CTB,Cooper Tire & Rubber Co.,Consumer Cyclical,60.17,0.006959909,,,0.41877771,3040.024387,17.22988901,0.120338423,,60.46,24.62
CTBI,"Community Trust Bancorp, Inc.",Financial Services,39.96,0.04004004,0.038961039,0.045639553,1.562870442,714.64492,8.126598207,0.316370535,0.55979772,45.86,37.49
CTG,"Computer Task Group, Inc.",Technology,9.89,0,,,0,151.722965,11.05047085,0,0.390438663,11.68,6.77
CTHR,Charles & Colvard Ltd,Consumer Cyclical,1.54,0,,,0,47.185121,4.13467166,0,0.993386883,3.66,1.51
CTIB,Yunhong CTI Ltd,Consumer Cyclical,0.955,0,,,0,5.621846,0,N/A,1.162986824,3.41,0.8
CTIC,CTI BioPharma Corp,Healthcare,4.52,0,,,0,451.627679,N/A,0,0.745919829,5.25,1.43
CTLT,Catalent Inc.,Healthcare,97.32,0,,,0,17430.41812,31.09243331,0,1.157276327,142.64,91.17
CTMX,CytomX Therapeutics Inc,Healthcare,2.31,0,,,0,151.057271,N/A,0,0.722325003,10.05,2.3
CTO,CTO Realty Growth Inc,Real Estate,65.18,0.066277999,0.08,0.848803481,3.977164173,389.032696,14.08773117,0.848009419,0.647541047,67.38,46.09
CTRA,Coterra Energy Inc,Energy,29.42,0.016731894,,,0.492252331,23858.99612,20.6571395,0.21495735,,29.63,14.28
CTRE,CareTrust REIT Inc,Real Estate,17.52,0.062785388,0.037735849,0.082510688,1.04955913,1700.270781,0,N/A,0.768489166,23.65,16.63
CTRN,Citi Trends Inc,Consumer Cyclical,32.01,0,,,0,272.098892,3.862901125,0,2.143787665,111.44,27.59
CTS,CTS Corp.,Technology,34.3,0.004656779,0,0,0.159727537,1102.140188,N/A,N/A,0.873751294,39.31,28.65
CTSH,Cognizant Technology Solutions Corp.,Technology,84.74,0.012744867,0.125,0.124746113,0.985660967,44449.08133,20.79975729,0.243373078,0.960128702,93.47,65.59
CTSO,Cytosorbents Corp,Healthcare,2.87,0,,,0,124.862071,0,N/A,1.06654904,9.8,2.82
CTT,CatchMark Timber Trust Inc,Real Estate,8.41,0.049064462,-0.444444444,-0.110910464,0.412632129,412.266097,0,N/A,0.509933698,12.26,7.12
CTVA,Corteva Inc,Basic Materials,61.01,0.008977364,,,0.547709007,44340.45764,25.20776443,0.231100847,0.762960905,61.74,40.25
CTXS,"Citrix Systems, Inc.",Technology,102.24,0.010810513,,,1.105266824,12873.36066,41.86472366,0.452978206,0.496222884,142.85,77.99
CUB,Cubic Corp.,Industrials,75,0.003596501,,,0.269737573,2382.6432,319.1752445,1.136694368,0.746807997,78.13,39.78
CUBE,CubeSmart,Real Estate,53.68,0.032041729,0.264705882,0.097541469,1.523659479,12024.46896,53.80508928,1.397852733,0.537214619,56.88,39.37
CUBI,Customers Bancorp Inc,Financial Services,44.08,0,,,0,1452.31024,4.838872769,0,1.743182439,76.13,29.17
CUE,Cue Biopharma Inc,Healthcare,4.54,0,,,0,149.868587,0,N/A,1.15196924,18.42,4.29
CULP,Culp Inc.,Consumer Cyclical,7.7,0.057358301,0.045454545,-0.113465361,0.441658918,94.079116,21.89413914,1.265498333,0.405684548,17.14,7.59
CURO,CURO Group Holdings Corp,Financial Services,12.26,0.035510943,,,0.435364159,493.368391,8.315104176,0.315481274,1.404184416,19.94,11.53
CUTR,Cutera Inc,Healthcare,64.47,0,,,0,1164.345027,564.6678112,0,1.351029881,74.38,27.27
CUZ,Cousins Properties Inc.,Real Estate,38.57,0.033186414,0.032258065,0.397654238,1.235625317,5737.805611,20.59617357,0.660762202,0.723420654,42.08,33.72
CVA,Covanta Holding Corporation,Industrials,20.26,0.015688776,,,0.317854593,2694.766027,107.7906411,1.713501848,0.654400474,20.26,12.09
CVBF,CVB Financial Corp.,Financial Services,22.77,0.031237503,0,0.051547497,0.711277942,3227.50414,15.25638801,0.455947399,0.552307945,24.18,18.26
CVCO,Cavco Industries Inc,Consumer Cyclical,235.94,0,,,0,2162.057189,12.77079445,0,1.383675461,327.24,196.46
CVCY,Central Valley Community Bancorp,Financial Services,21.53,0.022116123,0.090909091,0.148698355,0.476160124,253.413439,0,N/A,0.428180084,23.99,18.13
CVET,Covetrus Inc,Healthcare,15,0,,,0,2078.02728,0,N/A,1.443937397,31.24,14.84
CVGI,Commercial Vehicle Group Inc,Consumer Cyclical,7.55,0,,,0,248.237583,10.46003634,0,1.27865996,13.61,6.92
CVGW,"Calavo Growers, Inc",Consumer Defensive,38.47,0.029893423,,,1.149999976,681.5466,N/A,N/A,0.420931783,78.74,32.34
CVI,CVR Energy Inc,Energy,26.51,0,,,0,2665.066179,106.6026472,0,0.795164023,26.99,11.22
CVLT,Commvault Systems Inc,Technology,64.06,0,,,0,2854.487592,89.49078571,0,1.092222375,84.22,59.01
CVLY,"Codorus Valley Bancorp, Inc.",Financial Services,23.735,0.021734882,0.363636364,-0.006536508,0.515877414,22.614827,0,N/A,,24,17
CVM,Cel-Sci Corp.,Healthcare,3.3,0,,,0,142.809935,N/A,0,2.046826521,27.86,3.15
CVNA,Carvana Co.,Consumer Cyclical,101.53,0,,,0,4751.604,N/A,0,2.390254421,376.83,97.05
CVR,Chicago Rivet & Machine Co.,Industrials,26.3282,0.024795953,0,0.019244876,0.652832802,25.436517,0,N/A,,32.34,24.2
CVS,CVS Health Corp,Healthcare,103.68,0.021219136,0.1,0.019244876,2.033302289,136151.9212,17.21263226,0.341731477,0.4187045,111.25,73.58
CVU,CPI Aerostructures Inc,Industrials,2.43,0,,,0,30.001312,0,N/A,0.500706872,4.62,2.16
CVV,CVD Equipment Corp.,Industrials,5.04,0,,,0,33.886128,0,N/A,0.776705297,6.37,3.83
CVX,Chevron Corp.,Energy,171.59,0.033102162,0.100775194,0.056265069,5.35049107,337134.7757,21.57662564,0.657308485,0.363485122,174.76,90.85
CW,Curtiss-Wright Corp.,Industrials,151.32,0.004749006,,,0.718619519,5815.557024,21.76814939,0.109212693,0.837805423,162.79,110.82
CWBC,Community West Bancshares,Financial Services,13.8,0.020133249,0.166666667,0.118426915,0.277838832,119.816609,0,N/A,,16.55,11.28
CWBR,CohBar Inc,Healthcare,0.265,0,,,0,23.050146,0,N/A,1.529154679,2.27,0.2351
CWEN,Clearway Energy Inc,Utilities,34.24,0.039719626,0.07037037,0.051339702,1.330479001,3893.806426,76.34914561,3.0522574,0.68544248,38.98,23.9
CWH,Camping World Holdings Inc,Consumer Cyclical,26.81,0.068535591,5.944444444,0.535584739,1.837439194,1185.372675,4.256871429,0.592722321,1.24704738,46.03,26.22
CWST,"Casella Waste Systems, Inc.",Industrials,87.91,0,,,0,4432.706325,107.8517354,0,0.693148479,92.75,62.47
CWT,California Water Service Group,Utilities,55.72,0.017946877,0.086956522,0.067907166,0.934668078,2996.001492,29.62671438,0.476871468,0.413057012,71.78,50.45
CXO,Concho Resources Inc,Energy,65.6,0.01212016,,,0.795082509,12877.58438,N/A,N/A,1.354776461,86.81,35.58
CXP,Columbia Property Trust Inc,Real Estate,19.28,0.032276797,9.333333333,0.610964416,0.622296656,2215.348812,26.55815874,0.887853696,0.424861046,19.29,12.71
CXW,CoreCivic Inc,Real Estate,13.45,0,,,0,1632.420501,N/A,0,0.555015667,13.74,7.37
CYAN,Cyanotech Corp.,Consumer Defensive,3.1,0,,,0,19.201915,0,N/A,0.446321293,3.95,2.56
CYBE,Cyberoptics Corp.,Technology,40.32,0,,,0,298.476179,23.40806043,0,1.363610385,49.95,25.62
CYCC,Cyclacel Pharmaceuticals Inc,Healthcare,2.05,0,,,0,20.485927,0,N/A,1.244163164,7.95,1.96
CYCN,Cyclerion Therapeutics Inc,Healthcare,1,0,,,0,43.410185,0,N/A,1.636457877,4.86,0.9
CYH,"Community Health Systems, Inc.",Healthcare,11.46,0,,,0,1543.359307,6.710257857,0,1.700848095,17.04,9.22
CYRX,CryoPort Inc,Industrials,29.68,0,,,0,1474.978378,0,N/A,2.073076531,86.3,26.69
CYTK,Cytokinetics Inc,Healthcare,39.56,0,,,0,3382.535906,N/A,0,1.085269745,47.9,17.72
CYTR,CytRx Corporation,Healthcare,0.18,0,,,0,7.826987,0,N/A,,4.7,0.1742
CZNC,Citizens & Northern Corp,Financial Services,24.46,0.045037922,0.037037037,0.014931979,1.101627573,387.083291,12.76954743,0.573764361,0.634359024,27.68,22
CZR,Caesars Entertainment Inc,Consumer Cyclical,68.88,0,,,0,14748.82331,N/A,0,1.967807775,119.81,66.81
CZWI,Citizens Community Bancorp Inc MD,Financial Services,14,0.018571428,,,0.25999999,147.511616,0,N/A,0.332270155,16.35,12.16
D,Dominion Energy Inc,Utilities,87.4,0.030549199,0.05952381,-0.02433469,2.525711945,70852.89895,27.47301239,0.79175923,0.23598113,88.78,69.61
DAIO,Data io Corp.,Technology,3.5799,0,,,0,30.867219,0,N/A,0.752908958,7.52,3.5
DAKT,Daktronics Inc.,Technology,3.65,0,,,0,165.952203,84.41109006,0,0.777325365,7.23,3.63
DAL,"Delta Air Lines, Inc.",Industrials,42.36,0,,,0,27155.99897,52.5261102,0,1.494153572,48.54,29.75
DAN,Dana Inc,Consumer Cyclical,15.59,0.025471784,,,0.397105106,2257.692774,11.46036941,0.294151931,1.744724389,27.94,14.44
DAR,Darling Ingredients Inc,Consumer Defensive,80.37,0,,,0,12985.79473,19.95009283,0,1.11325011,85.98,58.7
DARE,Dare Bioscience Inc,Healthcare,1.37,0,,,0,115.003443,0,N/A,1.09976647,2.51,1.2
DAVE,Dave Inc,N/A,5.11,0,,,0,1653.33979,0,N/A,,15.35,3.95
DBD,Diebold Nixdorf Inc,Technology,5.44,0,,,0,429.365241,N/A,0,1.398760701,15.64,5.11
DBI,Designer Brands Inc,Consumer Cyclical,14.89,0,,,0,961.17855,6.221985554,0,1.943949075,20.48,11.24
DBX,Dropbox Inc,Technology,23.07,0,,,0,6826.058483,20.3277501,0,1.26217649,33,19.9
DCI,Donaldson Co. Inc.,Industrials,50.45,0.017443013,0.047619048,0.046831847,0.874931159,6233.499587,19.62071006,0.349972464,0.936764162,68.8,48.52
DCO,Ducommun Inc.,Industrials,55.42,0,,,0,663.508635,4.895442056,0,0.869409958,62.35,40.82
DCOM,Dime Community Bancshares Inc,Financial Services,34.71,0.034105934,0,0.113824179,1.183816985,1369.653441,14.34267178,0.483190606,0.758928629,37.94,28.63
DCPH,Deciphera Pharmaceuticals Inc,Healthcare,10.45,0,,,0,611.872287,0,N/A,1.176919803,48.27,6.51
DD,DuPont de Nemours Inc,Basic Materials,68.7,0.019213974,,,1.222539503,34935.92664,5.402184419,0.102907366,1.174659364,85.22,65.82
DDD,3D Systems Corp.,Technology,14.4,0,,,0,1877.127307,5.828646638,0,1.978525242,41.48,13.33
DDS,Dillard`s Inc.,Consumer Cyclical,296.89,0.002694601,0.333333333,0.148698355,0.749193685,4226.253198,4.900157104,0.017889056,2.234396382,416.09,90.87
DE,Deere & Co.,Industrials,436.75,0.009616485,0.166666667,0.118426915,4.033808775,133988.0548,23.74832592,0.223355968,0.747074648,439.41,318.34
DEA,Easterly Government Properties Inc,Real Estate,20.12,0.052683897,0.019230769,0.011721951,1.035843848,1817.599997,61.43030947,2.962092789,0.373730935,23.36,18.93
DECK,Deckers Outdoor Corp.,Consumer Cyclical,271.24,0,,,0,7388.925601,17.73677014,0,1.504172354,451.49,231.88
DEI,Douglas Emmett Inc,Real Estate,31.01,0.036117381,0,0.040126207,1.10622697,5450.676324,84.64966103,3.01506397,0.819255109,36.67,29.14
DELL,Dell Technologies Inc,Technology,46.94,0,,,0,33984.56,6.109034694,0,0.923029565,61.54,45.63
DENN,Denny`s Corp.,Consumer Cyclical,13.28,0,,,0,819.541363,10.49711632,0,1.157709954,19.31,13.05
DERM,Journey Medical Corp,N/A,4.75,0,,,0,53.752634,0,N/A,,10.2,3.93
DFIN,Donnelley Financial Solutions Inc,Financial Services,30.49,0,,,0,992.726197,6.804154878,0,1.654552926,52.33,24.67
DFS,Discover Financial Services,Financial Services,112.18,0.01782849,,,1.928662693,31960.49561,5.972808,0.108108895,1.274135405,134.06,93.41
DG,Dollar General Corp.,Consumer Defensive,248.77,0.008320939,0.30952381,0.161656878,1.804605842,56914.81136,23.72209581,0.177444036,0.488255953,250.3,184.7
DGICA,Donegal Group Inc.,Financial Services,13.28,0.047400103,0.066666667,0.027066087,0.629473372,416.578944,16.49544918,0.760417217,0.449035051,15.78,13.09
DGII,"Digi International, Inc.",Technology,20.13,0,,,0,704.431213,59.39554915,0,1.271639276,25.63,16.7
DGLY,Digital Ally Inc.,Industrials,1.09,0,,,0,57.446212,2.384961596,0,0.821000342,2.24,0.936
DGX,"Quest Diagnostics, Inc.",Healthcare,135.92,0.019128899,0.064516129,0.079608473,2.50820633,16009.44906,8.053042788,0.161507169,0.338893719,173.31,125.08
DHI,D.R. Horton Inc.,Consumer Cyclical,72.51,0.012412081,0.125,0.176079023,0.847048257,25694.51054,5.677592042,0.067981401,1.442926399,110.16,68.79
DHIL,"Diamond Hill Investment Group, Inc.",Financial Services,180.01,0.024845544,,,4.472446315,579.837411,7.814456232,0.191621522,0.898196239,233.1,154.86
DHR,Danaher Corp.,Healthcare,276.98,0.00317363,0.19047619,0.122955107,0.87903206,198138.3593,31.60605508,0.103294014,0.762878764,333.22,237.61
DHX,DHI Group Inc,Industrials,5.88,0,,,0,290.616995,N/A,0,1.081131713,6.62,2.75
DIN,Dine Brands Global Inc,Consumer Cyclical,73.75,0.011628911,,,0.85763222,1242.815899,13.00438321,0.151525127,1.471470159,99.55,61.02
DIOD,"Diodes, Inc.",Technology,70.11,0,,,0,3156.467882,13.79798255,0,1.890035058,113.98,68.01
DIS,Walt Disney Co (The),Communication Services,130.47,0,,,0,237538.0407,77.0726933,0,1.012727255,190.33,128.38
DISCK,Warner Bros.Discovery Inc,Communication Services,24.42,0,,,0,59712,0,N/A,,,
DISH,Dish Network Corp,Communication Services,33.19,0,,,0,17457.7074,7.241932815,0,1.181764537,47.05,25.84
DIT,Amcon Distributing Company,Consumer Defensive,157.02,0.004482765,0,0,0.703883773,91.509529,0,N/A,0.73568817,261.91,111.87
DJCO,Daily Journal Corporation,Communication Services,282.61,0,,,0,390.212627,0,N/A,,415.66,275
DK,Delek US Holdings Inc,Energy,23.49,0,,,0,2074.651176,0,N/A,0.90842943,26.09,13.48
DKS,"Dicks Sporting Goods, Inc.",Consumer Cyclical,105.16,0.018543172,0.344827586,0.234539925,1.715237735,6615.646727,4.352768575,0.123665302,1.387378844,145.68,79.2
DLA,Delta Apparel Inc.,Consumer Cyclical,32.31,0,,,0,224.518087,9.737101511,0,0.767937715,35.26,24.1
DLB,Dolby Laboratories Inc,Communication Services,77.83,0.012025716,0.136363636,0.122955107,0.935961486,5115.899067,20.05896679,0.383590773,0.858522973,103.61,69.18
DLHC,DLH Holdings Corp,Industrials,18.28,0,,,0,233.396993,0,N/A,0.777724408,21.49,10.01
DLR,Digital Realty Trust Inc,Real Estate,145.02,0.033650531,0.051724138,0.05578473,4.644588772,41154.85687,24.47511497,0.781917302,0.580278397,176.62,128.93
DLTH,Duluth Holdings Inc,Consumer Cyclical,12.36,0,,,0,366.947635,12.35430729,0,1.335056825,20.78,11.81
DLTR,Dollar Tree Inc,Consumer Defensive,173.05,0,,,0,38955.34243,29.33605123,0,0.643701714,174.3,84.26
DLX,Deluxe Corp.,Communication Services,29.56,0.040070478,0,0,1.184483322,1266.8079,20.24075128,0.811289946,0.838431653,47.12,27.82
DMRC,Digimarc Corporation,Technology,26.59,0,,,0,470.28688,N/A,0,1.753286704,53.74,21.5
DNKN,Dunkin Brands Group Inc,Consumer Cyclical,106.48,0,,,0.805000007,0,0,0.307251911,,,
DNLI,Denali Therapeutics Inc,Healthcare,30.11,0,,,0,3698.513252,N/A,0,1.513067137,79.7,28.76
DNOW,NOW Inc,Energy,10.92,0,,,0,1221.409284,244.2818567,0,0.80878828,11.87,6.83
DO,"Diamond Offshore Drilling, Inc.",Energy,7.48,0,,,0,1032.646246,0,N/A,,12.04,6.58
DOC,Physicians Realty Trust,Real Estate,17.64,0.052154195,0,0,0.902771294,3975.859402,47.35872168,2.398435957,0.516045162,18.88,15.87
DOCU,DocuSign Inc,Technology,99.53,0,,,0,19694.65033,N/A,0,2.025611003,314.76,71
DOMO,Domo Inc.,Technology,47.91,0,,,0,1424.371726,N/A,0,2.184825089,98.35,36.07
DOOR,Masonite International Corp,Industrials,75.86,0,,,0,1711.745246,18.11351463,0,1.537351554,132.22,72.86
DORM,Dorman Products Inc,Consumer Cyclical,93.95,0,,,0,2963.709402,22.53223095,0,0.760947067,122.96,88.44
DOV,Dover Corp.,Industrials,146.39,0.013662135,0.01010101,0.025896305,1.985883769,21088.15392,18.76474119,0.25657413,0.991599274,183.45,137.17
DOW,Dow Inc,Basic Materials,65.49,0.042754619,,,2.750839366,48140.77251,7.628073604,0.326315464,0.794628166,68.69,51.45
DPZ,Dominos Pizza Inc,Consumer Cyclical,387.24,0.011362463,0.170212766,0.190493341,3.906971325,13954.65189,27.33703039,0.288550319,0.680939321,565.95,378.46
DRE,Duke Realty Corp,Real Estate,58.25,0.019227468,0.098039216,0.08063962,1.062214076,22296.21922,26.18343872,0.478474809,0.622156201,65.88,43.32
